id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
35,2,0,2,94,8,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,21,66,0,0,0,0,0.227272727,0.242424242,0,1,0,0,0,0.015151515,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
36,2,0,2,111,1,0,0,0,3,0,3,2,0,13,1,0,0,0,0,0,21,38,44,0,0,0,0.218181818,0.214285714,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
37,3,1,7,91,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,36,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
38,2,0,3,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,24,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
39,2,0,6,54,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,10,37,0,0,0,0,0.195121951,0.090909091,0,1,0,0,0,0.036585366,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
40,4,1,1,38,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,22,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1
41,3,1,2,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,5,0,0,0,0,0.25,0.111111111,1,1,1,0,0,0.5,0,0,0,0,0,0,0,0,1,1,1,1,0,-1,1
42,2,1,2,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,18,0,0,0,0,0.083333333,0.205128205,0,1,0,1,0,0.111111111,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
43,2,1,2,45,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,15,23,0,0,0,0,0.013636364,0.085714286,0,1,1,0,0,0.009090909,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
44,3,0,4,159,0,0,0,0,0,0,4,3,0,42,1,1,0,0,0,0,14,55,82,0,0,0,0,0.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,1,1
45,1,0,4,36,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,12,17,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
46,3,0,3,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
47,2,0,3,43,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
48,1,0,3,78,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,54,0,0,0,0,0.115384615,0.5,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,0
49,3,2,5,110,5,4,0,0,0,0,0,0,0,22,1,1,0,1,1,0,57,46,0,1,0,0,0.055555556,0,0,1,1,0,0,0.944444444,0,0,0,0,0,1,0,0,0,-1,1,1,1,-1,1
50,2,1,4,145,14,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,15,123,0,0,0,1,0.127659575,0.5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
51,2,1,2,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,10,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
52,1,0,2,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,5,0,0,0,0,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
53,3,1,1,68,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,18,10,0,1,0,0.022727273,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,1,0
54,1,0,6,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,34,0,0,1,0,0,0.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,1
55,6,1,5,169,0,0,0,1,0,0,1,0,0,48,1,1,0,0,1,0,21,66,74,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
56,6,1,5,88,1,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,24,57,0,0,0,0,0.043478261,0.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-1,0,1,0,1,0
57,1,0,5,74,4,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,17,50,0,0,0,0,0.123655914,0.098484849,0,1,1,0,1,0.016129032,0,0,0,0,0,1,0,0,1,0,1,-1,1,1,0
58,1,0,4,52,3,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,13,32,0,0,0,0,0.230769231,0.192982456,0,1,1,0,0,0.009615385,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
59,2,0,3,44,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,24,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
60,2,1,5,92,6,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,26,59,0,0,0,0,0.160714286,0.816326531,0,1,1,0,0,0.178571429,0,0,0,0,0,1,0,0,1,-1,-1,1,0,0,0
61,3,1,1,57,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,23,0,0,0,0,0.035087719,0.071428571,0,1,1,0,1,0.005847953,0,0,0,0,0,0,0,0,1,0,1,-1,0,1,0
62,2,0,3,64,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,15,34,7,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,1,1
63,4,1,9,213,2,0,0,1,0,0,1,0,0,69,1,1,0,0,1,0,18,110,77,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
64,2,1,2,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,9,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
65,3,1,9,74,0,0,0,0,1,0,0,0,0,3,1,0,0,0,1,0,10,57,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,1
66,2,1,4,72,3,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,22,43,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
67,2,0,6,82,5,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,12,63,0,0,0,0,0.044117647,0.0625,0,1,0,0,0,0.004901961,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
68,2,1,1,33,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,15,11,0,0,0,0,0.270491803,0.870967742,0,1,0,0,0,0.008196721,0,0,0,0,0,0,0,0,1,1,-1,1,0,1,0
69,1,0,2,68,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,46,0,0,0,0,0.209677419,0.388059702,0,1,0,0,0,0.016129032,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
70,1,0,2,96,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,69,0,0,0,0,0.157480315,0.714285714,1,0,0,0,0,0.023622047,0,0,0,0,1,0,0,0,1,-1,-1,1,0,1,0
71,2,0,2,62,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,42,0,0,0,0,0.111111111,0.352941177,0,1,0,0,0,0.079365079,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
72,1,0,2,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,4,0,0,0,0,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
73,4,1,1,88,0,0,0,0,0,5,1,0,0,10,1,0,0,0,0,0,15,11,54,0,1,0,0,0.025974026,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
74,3,1,1,66,0,0,0,0,0,0,2,1,0,11,1,0,0,0,1,0,24,10,24,0,0,0,0.033333333,0.095238095,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
75,2,0,4,109,1,0,0,0,4,0,2,1,0,1,1,0,0,0,1,0,11,38,52,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
76,2,1,2,45,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,32,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
77,2,1,1,34,1,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,12,15,0,0,0,1,0.156069364,0.607142857,0,1,1,0,0,0.046242775,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0
78,1,0,2,112,16,0,0,0,0,0,0,0,0,14,1,1,0,0,1,0,12,93,0,0,0,0,0.025547445,0.384615385,0,1,0,0,0,0.010948905,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
79,1,0,2,58,2,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,22,29,0,0,0,0,0.010714286,0.590909091,0,1,0,0,0,0.1,0,0,0,0,0,1,0,0,1,0,-1,1,0,1,0
80,1,0,4,114,5,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,52,55,0,0,0,0,0.113207547,0.628571429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,0
81,2,1,2,61,3,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,19,35,0,0,0,0,0.342857143,0.5,0,1,1,0,0,0.057142857,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
82,5,1,5,109,1,0,0,0,0,0,0,0,0,29,1,1,0,0,1,0,18,84,0,0,1,0,0,0.125,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
83,1,0,3,101,1,0,0,0,10,0,0,0,0,0,1,1,0,0,1,0,17,77,0,0,0,0,0.075,0.961538462,1,1,0,0,0,0.075,0,0,0,0,0,0,0,1,1,-1,-1,1,0,1,0
84,2,1,4,74,4,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,29,38,0,0,0,0,0.060606061,0.878787879,1,1,0,1,0,0.083333333,0,0,0,0,0,1,0,0,1,0,-1,0,0,1,0
85,2,1,4,38,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,14,17,0,0,0,0,0.060240964,0.146341463,0,1,1,0,1,0.048192771,0,0,0,0,0,0,0,0,1,1,1,-1,0,1,0
86,1,0,7,111,1,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,26,78,0,0,0,0,0,0.666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
87,3,0,3,68,4,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,17,44,0,0,0,0,0.113924051,0.905660377,0,1,1,0,0,0.012658228,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,0
88,3,0,2,52,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,18,27,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,1,1
89,4,0,3,133,0,0,0,0,3,0,9,5,0,21,1,0,1,0,0,0,12,22,91,0,1,0,0.375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,0,0,1
90,3,1,1,67,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,20,23,16,0,0,0,0.020134228,0.4,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
91,2,1,3,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,16,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,-1,1,1,1,0
92,2,1,3,68,1,1,0,0,0,0,0,0,0,20,1,1,0,0,1,0,21,40,0,0,0,0,0.055555556,0.090909091,0,1,1,0,0,0.944444444,0,0,1,0,0,1,0,0,1,0,1,1,1,-1,1
93,4,1,5,188,6,0,0,0,2,0,1,0,0,22,1,1,0,0,0,0,19,71,90,0,0,0,0,0.111111111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
94,4,1,7,83,0,0,0,0,0,2,0,0,0,10,1,1,0,0,0,0,18,58,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,1,1,-1,1
95,2,0,2,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,17,0,0,0,0,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
96,2,0,4,61,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,35,0,0,1,0,0.75,0.222222222,1,1,0,0,0,0.125,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,1
97,1,0,3,67,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,10,21,28,0,0,0,0.190476191,0.025,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
98,2,0,3,79,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,13,59,0,0,0,0,0.020325203,0.547169811,0,1,0,0,0,0.040650407,0,0,0,0,0,1,0,0,1,-1,1,1,-1,1,0
99,3,0,6,82,0,0,0,0,0,0,0,0,0,9,1,1,0,0,1,0,18,57,0,0,0,0,0,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,1,1,1,1
100,2,1,3,61,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,39,14,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
101,3,0,10,114,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,26,81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
102,1,0,3,58,0,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,14,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
103,2,0,3,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,20,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
104,4,0,3,51,0,0,0,0,1,0,1,1,0,9,1,0,1,0,0,0,12,22,9,0,0,0,0.375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1
105,3,0,4,91,3,0,0,0,0,0,1,0,0,15,1,1,0,0,0,0,11,41,31,0,0,0,0.785714286,0.941176471,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,-1,0,-1,-1,1
106,4,2,5,79,0,0,0,0,2,0,0,0,0,4,1,0,0,0,1,0,17,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0
107,2,0,4,47,1,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,17,23,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,1
108,2,0,1,68,1,0,0,0,1,0,3,2,0,5,1,0,0,0,0,0,13,10,37,0,0,0,0.023809524,0.045454546,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
109,2,0,1,69,4,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,23,15,23,0,0,0,0.070588235,0.130434783,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
110,1,0,2,86,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,63,0,0,0,0,0.116504854,0.928571429,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,-1,-1,0,-1,1,0
111,2,1,2,54,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
112,2,1,2,44,0,0,0,0,0,0,0,0,0,13,1,1,0,0,1,0,18,19,0,0,0,0,0.333333333,0.12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
113,2,0,10,110,1,0,0,0,0,0,0,0,0,28,1,1,0,0,1,0,18,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
114,5,1,4,91,1,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,21,29,33,0,0,0,0,0.642857143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,1,1
115,3,1,5,63,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,21,35,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
116,4,0,4,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,32,0,0,0,0,0,0.071428571,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,-1,1
117,3,1,4,45,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
118,2,1,3,32,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,11,14,0,0,0,0,0.162162162,0.075471698,0,1,1,0,0,0.081081081,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
119,3,1,5,68,0,0,0,0,0,1,0,0,0,7,1,1,0,0,0,0,22,39,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,1
120,1,0,5,122,6,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,11,104,0,0,0,0,0.010582011,0.114285714,0,1,0,0,0,0.047619048,0,0,0,0,0,1,0,0,1,-1,1,1,1,1,0
121,2,0,1,73,7,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,20,46,0,0,0,0,0.126582279,0.238938053,0,1,0,0,0,0.012658228,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
122,4,1,2,51,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,21,23,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
