id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT
8038,1,0,0,37,0,0,0,0,2,0,1,0,0,4,1,0,0,0,0,0,14,1,14,0,0,0,0.102803738,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1
8039,1,0,3,58,1,1,0,0,0,0,0,0,0,21,1,1,0,0,0,0,13,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8040,1,0,2,30,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,10,0,0,0,0,0,0.736842105,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,-1,-1
8041,2,1,3,68,0,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,20,41,0,0,0,0,0,0.142857143,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,-1
8042,3,0,5,54,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,32,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-1
8043,2,0,6,65,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,12,46,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1
8044,2,1,3,55,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,27,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8045,3,1,4,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8046,2,1,4,39,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,14,18,0,0,0,0,0,0.074074074,0,1,0,0,0,0.013333333,0,0,0,0,0,1,0,0,1,1,1,1,1,1
8047,2,1,3,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
8048,3,1,2,53,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,30,16,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1
8049,1,0,4,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,30,0,0,0,1,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1
8050,3,1,4,129,1,0,0,0,11,0,0,0,0,22,1,1,0,0,1,0,27,95,0,0,0,0,0.006060606,0.020556227,0,1,1,0,0,0.006060606,0,0,0,0,0,0,0,0,1,-1,1,1,0,1
8051,3,1,2,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
8052,3,1,1,43,0,0,0,0,0,0,1,0,0,4,1,0,0,0,1,0,18,10,7,0,0,0,0.166666667,0.578947368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1
8053,3,1,3,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24,15,0,0,0,0,0.5,0,0,1,0,0,0,0.5,0,0,0,0,0,1,0,0,1,1,1,1,1,-1
8054,1,0,3,101,11,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,76,0,0,0,0,0.102739726,0.666666667,0,1,1,1,0,0.01369863,0,0,0,0,0,1,0,0,1,-1,-1,0,0,1
8055,1,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1,0,0,0,0,0.035714286,1,1,1,0,0,0,0.071428571,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1
8056,2,1,3,42,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,13,0,0,0,0,0.027027027,0.5,0,1,0,0,0,0.009009009,0,0,0,0,0,1,0,0,1,1,0,1,0,1
8057,2,1,1,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,7,0,0,0,0,0.005537099,0.047169811,0,1,0,0,0,0.011074197,0,0,0,0,0,0,0,0,1,1,1,1,0,1
8058,2,0,2,54,0,0,0,0,1,0,0,0,0,4,1,1,0,0,0,0,17,30,0,0,0,0,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1
8059,3,1,8,54,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,16,31,0,0,0,0,1,0.142857143,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,-1
8060,2,0,5,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,32,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1
8061,2,0,4,51,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,32,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
8062,3,1,5,64,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8063,2,1,0,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16,1,15,0,0,0,0,0.166666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
8064,3,0,5,134,11,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,16,111,0,0,0,0,0.5,0.9375,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,-1,-1,1,-1,0
8065,2,1,2,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,18,0,0,0,0,0.141509434,0.228571429,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1
8066,2,0,3,166,1,0,0,0,7,0,2,2,0,25,1,1,0,0,1,0,19,52,87,0,0,0,0,0.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1
8067,2,0,4,55,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,31,0,0,0,0,0,0.153846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8068,3,0,2,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,21,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1
8069,2,1,3,58,2,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,20,31,0,0,0,0,0.311827957,0.55,0,1,1,0,1,0.010752688,0,0,0,0,0,1,0,0,1,0,0,-1,0,0
8070,4,1,3,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28,16,0,0,0,0,0,0.071428571,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,-1
8071,1,0,6,90,6,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,17,66,0,0,0,0,0.386666667,0.991150443,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,-1,-1,1,-1,0
8072,4,1,2,63,3,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,20,18,17,0,0,0,0.161764706,0.761904762,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,1
8073,2,0,2,52,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,18,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1
8074,2,0,3,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,17,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1
8075,3,1,5,62,1,0,0,0,0,0,0,0,0,11,1,1,0,0,1,0,13,42,0,0,0,0,0.080645161,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1
8076,2,0,0,97,0,0,0,0,1,0,5,4,0,11,1,0,0,0,0,0,18,1,70,0,0,0,0.189944134,0.08490566,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,1
8077,4,1,6,98,1,0,0,0,0,0,1,0,0,6,1,1,0,0,0,0,29,44,17,0,1,0,0.375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,0
8078,2,0,5,76,2,0,0,0,0,2,0,0,0,4,1,1,0,0,1,0,23,46,0,0,1,0,0.916666667,0.542168675,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,-1,0,1,0,-1
8079,2,1,3,77,0,0,0,0,0,0,0,0,0,29,1,1,0,0,0,0,19,12,38,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,1
8080,2,1,3,43,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,23,13,0,0,0,0,0.074074074,0,0,1,1,0,1,0.925925926,0,0,0,0,0,0,0,0,1,1,1,-1,1,-1
8081,1,0,2,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,5,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1
8082,3,1,3,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8083,2,0,2,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,13,0,0,0,0,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1
8084,4,2,4,66,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,26,33,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-1,0,-1,-1
8085,1,0,2,49,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,23,0,0,0,0,0.022727273,0.022222222,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0,0,1,1,1,1,1,1
8086,2,1,2,50,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,-1
8087,3,0,4,49,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,33,0,0,0,0,1,0.017391304,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,-1
8088,6,1,5,83,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,19,57,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1
8089,2,0,1,45,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,17,21,0,0,0,0,0.358108108,0.275862069,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
8090,3,1,4,61,1,0,0,0,0,0,1,0,0,6,1,1,0,0,1,0,17,33,3,0,0,0,0,0.269230769,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,-1,0,1
8091,1,0,2,70,6,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,55,0,0,0,0,0.150943396,0.78125,0,0,0,0,0,0.025157233,0,0,0,0,1,0,0,0,1,0,-1,1,0,1
8092,3,1,2,43,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,19,17,0,0,0,0,0.923076923,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,-1,-1
8093,3,2,8,97,2,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,28,62,0,0,0,0,0.0625,0.03030303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,1,1,1
8094,1,0,5,74,6,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,7,60,0,0,0,0,0.069264069,0.830508475,1,1,1,1,0,0.008658009,0,0,0,0,0,1,0,0,1,0,-1,0,-1,1
8095,4,0,2,53,0,0,0,0,1,0,0,0,0,10,1,0,1,0,0,0,13,33,0,0,1,0,1,0.066666667,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,-1
8096,4,1,3,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,25,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,-1,0,1,-1
8097,2,1,2,58,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-1
8098,1,0,5,69,4,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,22,40,0,0,0,0,0.106060606,0.972972973,1,1,1,1,0,0.060606061,0,0,0,0,0,1,0,0,1,0,-1,0,0,1
8099,2,0,6,76,1,0,0,0,1,0,1,0,0,8,1,1,0,0,1,0,13,38,17,0,0,0,0.019891501,0.211538462,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1
8100,2,0,2,66,0,0,0,0,0,0,3,2,0,3,1,0,0,0,0,0,10,21,27,0,0,0,0,0.103448276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
8101,2,0,5,61,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8102,2,1,4,83,1,0,0,0,0,0,0,0,0,29,1,1,0,0,0,0,17,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1
8103,5,1,3,123,6,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,45,15,55,0,2,0,1,0.555555556,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,0,-1
8104,2,0,2,80,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,17,10,45,0,0,0,0.051020408,0.090909091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1
8105,5,0,3,94,0,0,0,0,0,0,0,0,0,24,1,1,0,0,1,0,10,77,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,-1,1
8106,3,1,3,56,2,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,24,25,0,0,0,0,0.807142857,0.97979798,0,1,0,1,0,0.028571429,1,0,0,1,0,1,0,0,1,0,-1,0,-1,-1
8107,8,1,4,129,1,0,0,0,0,1,6,0,0,29,1,0,0,0,0,0,17,20,84,0,0,0,0.001327434,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-1,1,1,1,1
8108,2,0,4,80,1,0,0,0,0,0,0,0,0,18,1,1,0,0,0,0,22,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1
8109,2,1,2,218,4,0,0,0,7,2,9,9,0,39,1,0,0,0,0,0,21,7,182,0,0,0,0.106557377,0.113636364,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,1
8110,1,0,2,76,1,0,0,0,0,2,1,0,0,11,1,0,0,0,0,0,19,7,42,0,1,0,0.162162162,0.28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1
8111,2,0,5,67,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,49,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8112,1,0,2,77,8,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,16,54,0,0,0,0,0.248062016,0.466666667,1,1,1,0,0,0.085271318,0,0,0,0,1,1,0,0,1,-1,0,1,0,0
8113,4,1,4,89,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,20,62,0,0,0,1,0.076923077,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1
8114,1,0,4,81,5,0,0,0,0,0,0,0,0,9,1,1,0,0,1,0,19,55,0,0,0,0,0.191011236,0.436619718,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,-1,1,0,0,1
8115,3,1,3,82,4,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,14,12,48,0,0,0,1,0.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1
8116,3,0,3,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,38,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1
8117,2,1,11,133,0,0,0,0,0,0,0,0,0,30,1,1,0,0,0,0,18,108,0,0,0,0,0.75,0.590909091,0,1,0,0,0,0.166666667,1,0,0,0,0,1,0,0,1,-1,-1,1,0,-1
8118,2,1,2,84,8,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,21,56,0,0,0,0,0.127659575,0.451612903,0,1,0,0,0,0.010638298,0,0,0,0,0,1,0,0,1,-1,0,1,1,1
8119,1,0,4,82,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,54,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,-1,-1,1,1,1
8120,2,0,4,51,0,0,0,0,1,0,0,0,0,4,1,1,0,0,1,0,11,33,0,0,0,0,0.387096774,0.8125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,1,-1,0
8121,3,1,4,64,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17,40,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-1,0,-1,-1
8122,1,0,4,64,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,14,43,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-1
8123,2,1,5,170,17,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,26,137,0,0,0,0,0.395683453,0.907407407,1,1,1,1,0,0.035971223,0,0,0,0,0,1,0,0,1,-1,-1,0,0,0
8124,2,1,3,68,0,0,0,0,0,0,0,0,0,18,1,1,0,0,1,0,19,42,0,0,0,0,0.909090909,0.304347826,1,1,0,0,0,0.090909091,0,0,0,0,0,1,0,0,1,0,1,1,0,-1
